date,ABBV,ACN,AEP,AIZ,ALLE,AMAT,AMP,AMZN,AVB,AVY,AXP,BDX,BF-B,BMY,BR,CARR,CDW,CE,CHTR,CNC,CNP,COP,CTAS,CZR,DG,DPZ,DRE,DXC,EWA,EWC,EWG,EWH,EWJ,EWL,EWQ,EWT,EWU,EWY,EWZ,FTV,GOOG,GPC,GSG,HIG,HIGH.L,HST,HYG,IAU,ICLN,IEAA.L,IEF,IEFM.L,IEMG,IEUS,IEVL.L,IGF,INDA,IUMO.L,IUVL.L,IVV,IWM,IXN,JPEA.L,JPM,KR,LQD,MCHI,META,MVEU.L,OGN,PG,PPL,PRU,PYPL,RE,REET,ROL,ROST,SEGA.L,SHY,SLV,SPMV.L,TLT,UNH,URI,V,VRSK,VXX,WRK,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XOM
2020-08-06,-0.007318967316171765,0.009530470936848445,0.006345631844080657,-0.02852831509576159,-0.01242272452445814,-0.019614633592419217,-0.0020510316740107726,0.006211528490695173,0.00026488849025607664,-0.014227774732264997,0.005540786607572734,-0.08778455246917272,0.001479178753400312,0.027104678401274285,0.002589346092237932,0.005675911509118947,-0.016930602160218022,-0.0027243084974930554,0.0064645423460625295,-0.0040720231674322704,0.06365065616070309,0.0007886000684882433,0.010149494670026904,0.0603266272080516,-0.014078589485460036,-0.0022649535486598538,-0.0035247269901468314,0.011299608599206312,0.006839539461992672,0.003908507103471237,0.005821018080193863,-0.0032461404535277794,-0.0007143312708222105,0.0004851615286525224,0.0020774701647914284,0.0026257770854307694,-0.0007491001928641161,0.012570902388100436,0.004065637441023284,0.009664680332842845,0.017816537912474395,-0.0021659852609774433,-0.0027185999607142186,-0.010764042992447376,0.0008791038197846213,-0.012009326516893015,0.0022275783344198885,0.013278965424603939,0.0038409946268074258,0.003782149255924905,0.0011408481627999123,-0.007109016792533396,0.002807113270790751,0.0027342489706341233,-0.008647724676840607,0.00576816978919803,0.009484472366005914,-0.003457828579803035,-0.006438647794937191,0.006755270840879568,-0.00038968167811237464,0.012351059502589301,0.001350877742387846,0.0003086675659753624,-0.001711295546504843,0.004248577321123825,0.0022758705442029736,0.06285107933974654,-0.008169272316595144,,-0.005485721208821737,-0.004142299639624536,-0.03868527219943507,0.005798429073596623,0.020507487798236745,0.00046241744743724666,-0.005021765781580534,-0.019471449134827346,-0.0002486023652092939,0.0,0.07050868735925908,-0.004002887302619662,0.005571067822563336,0.005075492738781939,-0.005381492092830342,0.013523893394959963,0.015416824727498835,-0.011156721918755608,-0.011795695340683032,-0.004218970928080434,0.026001999754942773,-0.008047349482937172,-0.0004112647547329651,0.0037981618360447555,0.013954471650006184,-0.00015843904752133042,0.005811404224345562,-0.005359143171052239,0.004863256809273686,-0.0048005101721799726
2020-08-07,0.0037735463275243575,0.002897337941523581,0.022538086825864667,0.027710194404965804,0.00913166317947045,-0.0006289683770797083,0.03197441843216442,-0.01800293843304246,0.018961981618052626,0.011899059506911058,0.03322002251613032,-0.012402717516643236,0.015988750624560844,-0.005067408206992585,-0.0008131008571945486,0.0244594042814672,-0.0001743527159847602,0.020105660715247886,-0.00044853370584441166,0.00875001767976169,0.006882986199784558,0.006549187604351303,0.022772830222580254,-0.0181774667648118,0.01412952491898789,-0.008776223771051583,0.003022709662648282,0.06273106251913108,-0.007329654467912672,-0.008904803833654995,-0.0030774985915664743,-0.010740220162718028,0.00035719062622074915,-0.003157974309447198,-0.006942150199881425,-0.011649679044186012,-0.006766914237740451,-0.0029712542508919526,-0.024965583549749315,0.02140973452358219,-0.0037466197654874023,0.005622361125857012,-0.010032059405199245,0.02891879113218332,0.002048272777245508,0.06651145578215356,-0.002462164394722244,-0.01740055396938045,0.014589737118663848,-0.0009441295321170884,-0.0021196307068640508,0.0060015560465593865,-0.01905542905834734,-0.001170880336050839,-0.00234881220987071,0.0009997575610922738,-0.0036608018649282315,0.00588396059386298,0.00040364192882513805,0.0007144390084450336,0.015747203009587984,-0.014372573520089471,0.0006747149549191089,0.021768901853533862,0.005977196233946103,-0.002806668752683983,-0.03317332506077797,0.011841727771627397,0.0036703160545927815,,0.006309646217729004,0.02386385760677623,0.04993104529921899,-0.02711710520961219,0.037428664042706394,0.010119562260275217,0.024168338163372827,0.028004950138153184,-8.292577659574363e-05,-0.00011546360581693449,-0.02600480552218576,0.0065563493177309695,-0.006688713127948276,0.009412603284793875,0.028870509570244174,-0.012198960017280491,0.00840521804039529,-0.007884369082767684,-0.01434707966127391,0.003408824403588362,-0.0011675620684163945,0.0013455252443157484,0.02115641196843665,0.016912657532269115,-0.015008863108700865,0.0053681101306510826,0.017885787895862038,0.003200281112738068,0.0014968792132927788,-0.0045933528547004165
2020-08-10,-0.005828111069172692,-0.005282227977622789,-0.007650145989298807,0.016152463021475327,0.021835513711827126,0.02593103644050654,0.0061747552728617094,-0.006111826385309271,-0.00038992444783136904,0.0031037986760127367,0.02450604189546013,0.001325063324332909,0.009846532859219437,0.01302516001236409,0.009931837786824715,0.01677267887290057,-0.015542238228065663,0.021261457897710834,0.0007806474843672362,-0.020113795487375796,0.027544681668577375,0.034388771227150894,0.02040242265862524,0.03185830246881238,-0.01029364134253985,-0.008231796211273235,-0.003022709662648282,0.017928797556651777,0.010731496567458532,0.006774743211319212,0.0,0.010740220162718028,0.004809897779730843,-0.0017045794606809217,0.0020878296546169572,0.005732049470774214,0.005642344882333283,0.021536149841381302,-0.002563332184524203,-0.005135695779471927,0.0010767023479774096,0.01413145636636326,0.006395608531781782,0.019894172098664953,-0.00019487966521181121,0.0325093496412161,0.0004694864966925394,-0.0031024519619831104,0.003771111546567063,0.0028298983225556462,-0.001061248511202706,-0.010769163847073493,0.0028532873509030665,0.003508712808815595,0.010996536886711317,0.00870547597978577,0.010337579596462643,-0.01684825616907437,0.025892687523987323,0.003001653369334889,0.01031989254169563,-0.0033915277986755754,-0.0003373005724267575,0.01259892144725594,-0.005977196233946103,-0.002163917163559681,-0.006100842416171481,-0.02047337298384022,0.002476934631145955,,0.004109933412437705,0.054145006858378864,0.022982979943198867,-0.027097009463539656,-0.0013358823886449045,0.004566430689904255,-0.0014590907060263447,0.03374891180278361,-0.0029884413624223782,-0.0002310688847160236,0.03045918709304729,0.004452914077642589,-0.004483331529345769,0.006507888336060752,0.04323621006065981,0.002187512373687639,-0.007930582866430669,-0.029841566921753326,0.05292734631657803,0.009675953633464296,-0.0033429777616600376,0.03046189503940422,0.007220254114640223,0.024326153798769568,-0.002817486558543969,0.005182391031397948,-0.00032547496543244847,-0.003388903537033805,0.01189662620873122,0.02433335597385433
2020-08-11,0.003134352603248125,-0.007713980687767297,-0.03132098902959868,0.00610062672193834,0.017823221168842274,-0.0120278748008662,0.010637839454251008,-0.021671124805168418,-0.013484644881678776,0.018505501970897065,0.016009481028654626,-0.006839236096687351,0.0030215817770935516,0.020969121934813817,0.039544501132720455,0.0010177380871305708,0.036579427475397,-0.0014550301201774474,-0.01988638213182803,-0.0019065612840165613,-0.017793213466397173,0.0017641244970514336,0.0060813245387070225,-0.010243014883817292,-0.011447439327165299,0.0070232611438907355,-0.02090970904498546,-0.01191671336537281,0.0009701151519028173,-0.00035537524520590225,0.004101103718733068,0.008325743491526705,0.00814165675769063,-0.006602385206768702,0.008307445884145448,-0.011719546848715012,0.006356346920421974,0.008699004772945607,-0.005791565199064319,0.02202133873325174,-0.010603442743148506,0.012675616310441562,-0.010068703785728772,0.0036580818471936283,0.0017527368416634381,-0.017834966408916575,-0.009077928308015792,-0.054815465194705926,-0.016445607845558374,-0.0011310164987314852,-0.0034374646453789737,0.007439403722523608,-0.0032341987358806,0.006980970176182932,0.021830398073660495,-0.001983271432381084,-0.00576372982105644,-0.0033779705369156865,0.014057263957919508,-0.00840391867662138,-0.00578395966972689,-0.015345484389237996,0.0006745677954167473,0.031108799474120374,-0.022226124323239116,-0.006303527428251243,-0.0012527410599210143,-0.026468962735572532,0.008230966767730497,,-0.0065090549121658015,-0.007708588384717441,0.01710904244672795,-0.022441075982002623,-0.015690708100423834,-0.009613569538125422,-0.009722367694727563,0.01171329925477238,-0.0024973650089998856,-0.00023091890319193453,-0.14609678324119857,0.002219043378634211,-0.011956753978403789,-0.011187254696876536,-0.031609770656315206,0.004967490087899762,-0.009323654991438168,0.04554869855470223,0.00812309503537767,-0.0017668843672495882,-0.01501232603865521,-0.0033972140307363397,0.01152397683464601,0.0053120373173909385,-0.018149976667213963,-0.00691584020242475,-0.021874162230612004,-0.006337864932768333,-0.0019729308994840267,0.010281728120651312
2020-08-12,0.030186051149448723,0.005149113618780454,0.0102724323494634,-0.003929095684782169,9.585094258213189e-05,0.03115728201498502,-0.009084242546987475,0.02613357352277923,0.007681004672631886,0.017671543266758682,-0.015419461490782993,0.00866824868017968,0.02272506964912413,0.008046247131322737,-0.021264532565399286,0.010121645731462792,-0.005132335092197238,-0.009756217213262808,0.013891698429089772,0.03392808676502934,-0.010241394077313615,0.04793844269915981,0.00488872039398025,-0.019190386675819404,0.029595868050296126,0.010290479217153425,0.01989922083489004,-0.021202211053179987,0.012524071969543193,0.009200396012176704,0.02359406837316902,0.023669730082785723,0.020932108308830966,0.02447713649333716,0.022495768366944002,0.00995931685424667,0.021387231580000776,0.016128202567498917,-0.005500954576811434,0.01994660666468695,0.017610418430588304,0.0166551020005814,0.011888582193396058,-0.02355225394585858,0.0025262374634233975,-0.008606018169634577,0.00023673818256053636,-0.004385967586169048,0.017072789027328117,-0.00018861218678623004,-0.002955905364476763,0.02090361861171619,0.012309544872016964,0.011527501400757867,0.010307913879722186,0.012820561197164348,0.010591759281343371,0.010357460198045398,-0.006808746936863619,0.01384980484668663,0.004071217599974197,0.02285355247055909,-0.0015183978196220416,-0.008512218877346989,0.01016397246663292,-0.002473943559699876,0.014516413043518028,0.014573201022011872,0.015547924617805187,,0.01659952606419779,0.014665270252973261,-0.011802298271839984,0.012041696620813447,-0.0024125815048980925,0.007332803528003584,0.005331488611367785,0.005008893245611823,0.0032452124847193176,-0.00023107395588173318,0.0038502786640814968,0.0018191435746768292,-0.009138053320842054,0.02107210947949678,0.01682627610471865,0.004892501656510895,0.01342813967544565,-0.054129067515423124,-0.019608896891305516,0.00593091896812048,0.011826309325835282,0.009898368799684754,-0.002769474150930762,0.0032247702489538455,0.022461113700428914,0.012850563711275242,0.014362753079728563,0.01665680073515663,0.013172866392818783,-0.00022698161030021424
2020-08-13,-0.008728147294597477,0.008581191760340445,-0.0058402511126303125,-0.00024116188579448306,-0.014309510320305918,-0.02173854830607702,-0.012996966203674631,-0.00038590626045653664,-0.014558698059548902,-0.016995742744409625,-0.012469265337807123,0.019671426863694386,0.0037844847031340834,-0.006305143489351295,-0.002015022701713498,-0.008427318358897207,-0.017561715781166498,-0.009456383240245003,0.00911089072562099,-0.00570421244539876,0.01652931982337824,-0.025034845106339798,-0.0028484753395767726,0.060054567553669,-0.003817408491422647,0.016092298892271373,-0.014718176845587294,0.002038686150143576,-0.015923192551433374,-0.0024687057485182073,-0.00668448630230456,0.002246918282400312,-0.001209068890813736,0.0,-0.004052741864606801,-0.00906981470461865,-0.010267846516207602,-0.00524700195808947,-0.002273587686657308,-0.015735484428361257,0.00782139639280821,-0.026253014960230914,0.00272353625771915,-0.007975824106558616,0.0,-0.02627091982505192,-0.002726345814514808,0.022814680918032515,0.016786131735722076,-0.001888261300222016,-0.0020572527913813587,0.0015956438413571306,-0.0033935891133980434,-0.0009555587014449252,-0.011761413790911224,-0.006389566692660331,-0.006341484454640778,0.01177988252974016,-0.008822736778171025,-0.0017133751919473639,-0.00209720384797496,-0.0006205235686596033,0.0003376657476865663,-0.005552748197262147,0.004636359175077764,-0.009075938630407343,-0.007439242415212988,0.005410864343020627,-0.00396084369477645,,0.00235954254983195,0.009315102733610914,-0.005306744174887967,0.009105296089529702,-0.010861440816245072,-0.011943235340723835,0.008398854208753193,-0.010687280116305153,-0.0038288115517843835,-0.00011596391866852684,0.08312541154729391,0.0010267129732985936,-0.010745437067808616,-0.0023297744537424947,-0.0012887397707439519,-0.004343116422475646,0.0014692859305380779,-0.0007837170230651225,-0.013712773320980531,-0.0001598112324918688,0.00502616574041248,-0.019631459136959517,-0.00635926174857504,-0.005294457188272261,0.0004387857498828751,-0.0007787727067221084,-0.0016405811295028272,-0.0013074663058523228,-0.00041751440627013636,-0.024800260094003157
2020-08-14,0.004110842846654528,-0.006407113544971921,-0.008522584569663039,0.005049924704228381,-0.01106509643588005,0.03844008639809804,0.004142146355647469,-0.004121037907114378,0.015474027905180598,-0.01565840090412607,-9.965513440768348e-05,-0.015984626276503988,-0.004908788818103638,-0.0012660120575094247,0.00028817003694214804,-0.0006774843028267696,-0.009293981062693746,0.004345533373649069,0.0012735912872177124,-0.0006186346566270373,-0.009689722126421163,0.004665613855336925,-0.007995133970541524,0.046059159472704,0.01251837141506762,-0.0001256696470948171,-0.023218940732053106,0.03845669749626346,0.00048641309406738387,-0.0021208733652020584,-0.00571718764793161,0.0,-0.00017272550220814864,-0.006485037612125932,-0.014315159289309154,0.003327827694333152,-0.01186513354768648,-0.010121688067766144,-0.0009761401414691839,-0.0025788543970475253,-0.007084706728935686,0.002117432370828176,0.0,0.008209378386135668,-0.004571318545902869,-0.0017762653891066904,-0.001782726457034478,-0.0037665689958998883,-0.007425695571270818,-0.0024600280606237312,0.000494188248794103,-0.015777096673728508,-0.0007557446442398863,-0.009027202276934432,-0.01170515526497784,-0.002468602039304546,-0.0024264893104768426,-0.0031873553825754186,0.005498886471491327,-8.886207304747984e-05,-0.0006365786966746612,-0.0016687584679653256,-0.006604042829486456,0.00039070911769378824,0.02286485928106785,-0.0044215806536076485,-0.0005531743936462163,-0.00022988729319983747,-0.009971294035215017,,-0.005020422291774906,-0.0024069815215082002,0.014986196970645072,-0.008373906905264406,8.885605451958156e-05,-0.00046199159933379974,-0.004921480916027399,0.010580671896331495,-0.0005840071786789025,0.00011596391866852684,-0.03478267194052087,-0.0003947973067717214,-0.003914692021281141,0.006757504530224168,0.005367576418366937,-0.004768914572811589,-0.008213674608827937,-0.0027477816612071493,0.02000763208518208,0.0011184851060024315,-0.00016726320987370258,0.00947141352793146,0.00397930674059177,0.003876779004901465,-0.0007022338251672089,-0.00015571591292840026,-0.008739217318993298,-0.001964134961692565,-6.991864962380134e-05,0.004407997984960499
2020-08-17,0.013373773800688937,0.010240318571614893,-0.020953505185122623,-0.004005762750875164,0.006869160523461204,-0.010107132284589149,-0.01152792224964383,0.010865072977042978,0.01504445875053051,-0.006280959820824883,-0.02889675144211612,0.007217068060367815,0.012712511992691411,0.007256715577212969,-0.00534255167662856,0.010781943230307345,0.000880325764301304,-0.007120276134156001,-3.3091229293624735e-05,-0.008077034194140076,0.005340773872988258,-0.0029442063135500796,0.014276314397163148,0.00579156240883183,0.010919419744487513,0.025731961683368,0.021410380712276744,-0.0128206998844278,0.009675904949485226,0.013007805939883266,0.009064867135915478,0.007155408674533792,0.0041400422411435045,0.01078514895860172,0.006501251415969467,0.01712811101695122,0.007432311268252612,0.01117328043567678,-0.028729142340323754,-0.0013600521820054112,0.006775160259691937,-0.0036018450144279512,0.014401675768485056,-0.023157804317272213,0.0005846959559483444,-0.032523309113766885,0.005929318016245411,0.020278233417877267,0.011732243258748554,0.0010415787680526645,0.0016453864769836457,0.013673265952243163,0.011276129328945839,0.007304735735163437,0.0018624769027744126,-0.002970208706647881,0.007864673550979528,0.01331919308086782,-0.0015680487402804921,0.0032177835029321145,0.005143145015133577,0.008239692809141275,-0.0003399034666375922,-0.026718232283736043,0.0170896230488764,0.002066093676556413,0.020540124005310467,-0.00030632356859605636,0.0028908419087114723,,0.0029564364600700443,-0.008642948767174197,-0.016281392163346453,0.02491424500919681,-0.01498195979675998,0.007369850703021541,0.0025550434721828275,0.032117588754228876,0.005326333780913295,0.00011564535741825921,0.04144022819156579,0.0016569940255690696,0.0025090382564769698,-0.009903743490213834,-0.0013951686312392297,0.014088828206201498,-0.0004228809120787602,-0.03398289703136914,-0.017655507802757597,0.004460653957694571,0.0011694449578287802,-0.005777387208333984,-0.016820708950477048,-0.004654071383469294,0.006651533984753044,0.005595054768240182,-0.0013258896659640307,0.005881338413634474,0.012801700543873196,-0.013047735380150804
2020-08-18,-0.007291722721817884,0.006897522707308035,0.003931804029402741,-0.0077362336893411765,-0.01646588597295917,-0.007647745887988222,-0.008462461603603977,0.04006138810950688,-0.004515581049406414,-0.013206245698567542,-0.009062001028018685,0.014583162146308837,0.006089223785721742,-0.009317026845953258,0.007931622527125093,-0.012816524387176731,-0.0235095760773385,-0.004376736758070265,0.009410647843239417,-0.015401897113172858,-0.020054423691751477,-0.009132401033048687,-0.0069401367048680385,0.027529023951847975,-0.013794617656367691,0.005019260728923669,-0.006218747123607038,-0.03947874871583501,0.004324223670972849,-0.0010485424716013547,0.002003345579728588,-0.004018793941632293,0.0034369404854954766,-0.0021476418291630495,-0.002732198574972422,-0.009406271618434214,0.0003702268305998402,-0.031729352260692956,0.028077946332229153,-0.019236856791695178,0.02640741127527413,-0.00702985701426595,-0.0026845415441600906,-0.013235832625802413,-0.0009747762788505643,-0.010152358984403698,0.0015358416141184605,0.009986970173705867,0.003676371371156062,0.00028379672927281163,0.0017252282652702178,-0.011320186614841354,0.0,0.001339778848887363,-0.006780376977977065,-0.002979057134611107,0.00840068872750166,0.007031640761664182,-0.0027499406461011233,0.0021198627018401694,-0.009609005004962867,0.0019244014358470451,-0.002382158572501014,-0.014038698681911654,0.006644501474188491,0.0028702178310870963,0.0031126543287411934,0.004508403482732959,-0.00556670332746112,,0.007426006451971112,-0.016101233219102618,-0.012751788408210007,-0.008801156094206064,-0.005467232398694399,-0.005060965486266333,-0.00639932676742383,-0.029568823143230283,-0.0036587418950544404,0.00011542859846347397,0.010097107979273545,0.0007881323128167139,0.007126518911134916,-0.011611364241489674,-0.014171728518388882,-0.0021083273290178894,0.00031724043256353696,-0.010629708773748803,-0.0224244157431861,-0.00414141423581027,0.008974590135190752,-0.012722218982157418,-0.006482857831638267,-0.005457594857244175,0.003743905457969099,0.004021772187237538,-0.004487748554077076,-0.0002791690074364084,0.006169012431338494,-0.004937228179174635
2020-08-19,0.004693685448322604,0.001706323845154678,-0.0077553462133916895,-0.0005665355121919902,0.001192267510740308,-0.005148656095739668,0.0022337927998723472,-0.015825714532804902,-0.01642687721422398,-0.0007872649402642651,0.0022734862000088896,-0.0070745856710203725,0.0034434341162041804,0.0009514639329921692,-0.014030845935129932,-0.007153810719775944,0.009059634160185404,-0.0005980905642601897,0.001587059231957788,0.005212899087929657,0.007932594268652782,-0.017004537106497963,-0.0008471258233795353,0.030544573762945948,0.010801258974399097,0.006733970257713828,-0.015191633588669706,0.01740055396938045,0.0009579200185116932,-0.005258512358088385,-0.0036757844546304597,-0.008086153793216422,-0.005332376189640886,-0.002391884802857902,-0.0027397626096687944,-0.014165531274118681,-0.007056789614959147,-0.002793739054745892,-0.028077946332229153,-0.009338725325791497,-0.007127940311006498,-0.005573453810240991,0.0026845415441600906,-0.011941207683198396,0.0023378316052256043,0.0009273044543385289,-0.0028375840185956847,-0.031343874163063834,0.0036629051563923376,0.0018904030117270487,-0.0013140122647135044,0.005055158830955975,-0.012032445555149707,-0.010575922943117266,0.008737084745289003,-0.0034871232570088395,-0.010814188114542045,0.004494397293364649,-0.0011808970851097111,-0.004066903070592431,6.388767185683264e-05,-0.0030806938626346536,0.002382158572501014,0.002336910612201315,-0.0005521939435868539,-0.0026488167118241535,-0.01059505583230358,0.0009524273834369268,0.005455648684777881,,-0.005435570589479077,0.0,0.0072651877073095505,-0.011007568318253114,-0.015570155964288901,-0.020975186381792632,-0.0029387784001886352,-0.043786925125854914,0.0023713394894846473,0.0,-0.03940620306509235,-0.002050329031614062,-0.006270653674191884,-0.004460232966516209,-0.006420795818943503,0.009900173762103393,-0.010043307906875576,0.017923108322201564,0.005139597810614127,-0.00287731369489741,-0.0028164976219500204,-0.011536146802529679,-0.00040674991605493815,-0.0026088416150313876,-0.0012175419074118565,-0.00790396306423169,-0.003002856373472529,-0.0032640515006452375,-0.004726223473140223,-0.011138867359634652
